language,family,subfamily,concept,ipa
slv,Indo-European,Balto-Slavic,384_strap,j eː ⁴ r m ɛ n
slv,Indo-European,Balto-Slavic,385_string,ʋ ə ² r ʋ ts a
slv,Indo-European,Balto-Slavic,386_leash,k ɔ n oː ⁴ p ɛ ts
slv,Indo-European,Balto-Slavic,387_blanket,ɔ d ɛː ² j a
slv,Indo-European,Balto-Slavic,388_pillow,b l a z iː ² n a
slv,Indo-European,Balto-Slavic,389_scarf,p ə ² r t
slv,Indo-European,Balto-Slavic,389_scarf,r uː ² t a
slv,Indo-European,Balto-Slavic,38_leg,n oː ⁴ g a
slv,Indo-European,Balto-Slavic,390_towel,b r i s aː ² tʃ a
slv,Indo-European,Balto-Slavic,391_force,s iː ² l a
slv,Indo-European,Balto-Slavic,392_strength,j aː ² k ɔ s t
slv,Indo-European,Balto-Slavic,393_health,z d r aː ² ʋ j ɛ
slv,Indo-European,Balto-Slavic,394_illness,b ɔ l ɛː ² z ɛ n
slv,Indo-European,Balto-Slavic,395_pain,b ɔː ² l
slv,Indo-European,Balto-Slavic,395_pain,b ɔ l ɛ tʃ iː ² n a
slv,Indo-European,Balto-Slavic,396_wound,r aː ² n a
slv,Indo-European,Balto-Slavic,397_fever,ʋ r ɔ tʃ iː ² n a
slv,Indo-European,Balto-Slavic,398_medicine,l ɛː ² k
slv,Indo-European,Balto-Slavic,398_medicine,z d r a ʋ iː ² l ɔ
slv,Indo-European,Balto-Slavic,399_bridge,m ɔː ² s t
slv,Indo-European,Balto-Slavic,39_body,t ɛ l ɔː ²
slv,Indo-European,Balto-Slavic,3_nose,n ɔː ² s
slv,Indo-European,Balto-Slavic,400_well,ʋ ɔ d n aː ² k
slv,Indo-European,Balto-Slavic,401_pasture,p aː ² ʃ a
slv,Indo-European,Balto-Slavic,402_path,s t ɛ z a ⁴
slv,Indo-European,Balto-Slavic,403_way,p ɔː ² t
slv,Indo-European,Balto-Slavic,404_road,ts ɛː ² s t a
slv,Indo-European,Balto-Slavic,405_village,ʋ aː ² s
slv,Indo-European,Balto-Slavic,406_town,m ɛː ² s t ɔ
slv,Indo-European,Balto-Slavic,407_letter,p iː ² s m ɔ
slv,Indo-European,Balto-Slavic,408_book,k n iː ² g a
slv,Indo-European,Balto-Slavic,409_character,tʃ ə ² r k a
slv,Indo-European,Balto-Slavic,40_skin,k ɔː ² ʒ a
slv,Indo-European,Balto-Slavic,410_newspaper,tʃ aː ² s n i k
slv,Indo-European,Balto-Slavic,411_life,ʒ i ʋ l eː ⁴ n ɛ
slv,Indo-European,Balto-Slavic,412_death,s m ə ² r t
slv,Indo-European,Balto-Slavic,413_grave,g r ɔ ⁴ b
slv,Indo-European,Balto-Slavic,414_church,ts ɛː ² r k ɛ ʋ
slv,Indo-European,Balto-Slavic,415_sin,g r ɛː ² x
slv,Indo-European,Balto-Slavic,416_god,b ɔː ² g
slv,Indo-European,Balto-Slavic,417_worker,d ɛː ² l a ʋ ɛ ts
slv,Indo-European,Balto-Slavic,418_boss,ʃ ɛː ² f
slv,Indo-European,Balto-Slavic,419_master,m ɔː ² j s t ɛ r
slv,Indo-European,Balto-Slavic,41_blood,k r iː ²
slv,Indo-European,Balto-Slavic,420_doctor,z d r a ʋ n iː ² k
slv,Indo-European,Balto-Slavic,421_teacher,u tʃ iː ² t ɛ l
slv,Indo-European,Balto-Slavic,422_money,d ɛ n aː ² r
slv,Indo-European,Balto-Slavic,423_business,k u p tʃ iː ² j a
slv,Indo-European,Balto-Slavic,424_shop,t r g ɔ ʋ iː ² n a
slv,Indo-European,Balto-Slavic,425_price,ts ɛː ² n a
slv,Indo-European,Balto-Slavic,426_ware,r ɔː ² b a
slv,Indo-European,Balto-Slavic,427_benefit,p r iː ² d
slv,Indo-European,Balto-Slavic,428_wealth,b ɔ g aː ² s t ʋ ɔ
slv,Indo-European,Balto-Slavic,429_world,s ʋ ɛː ² t
slv,Indo-European,Balto-Slavic,42_vein,ʒ iː ² l a
slv,Indo-European,Balto-Slavic,430_country,d ɛ ʒ eː ⁴ l a
slv,Indo-European,Balto-Slavic,431_state,d r ʒ aː ² ʋ a
slv,Indo-European,Balto-Slavic,432_king,k r aː ² l
slv,Indo-European,Balto-Slavic,433_power,ɔ b l aː ² s t
slv,Indo-European,Balto-Slavic,434_border,m eː ⁴ j a
slv,Indo-European,Balto-Slavic,435_war,ʋ oː ⁴ j n a
slv,Indo-European,Balto-Slavic,436_enemy,s ɔ ʋ r aː ² ʒ n i k
slv,Indo-European,Balto-Slavic,437_violence,n a s iː ² l ɛ
slv,Indo-European,Balto-Slavic,438_fight,b ɔ ⁴ j
slv,Indo-European,Balto-Slavic,438_fight,b ɔː ² r b a
slv,Indo-European,Balto-Slavic,439_bow,l ɔː ² k
slv,Indo-European,Balto-Slavic,43_sinew,k iː ² t a
slv,Indo-European,Balto-Slavic,440_arrow,p u ʃ tʃ iː ² ts a
slv,Indo-European,Balto-Slavic,441_gun,p uː ² ʃ k a
slv,Indo-European,Balto-Slavic,442_mistake,z m ɔː ² t a
slv,Indo-European,Balto-Slavic,443_lie,l aː ² ʒ
slv,Indo-European,Balto-Slavic,444_damage,ɔ k ʋ aː ² r a
slv,Indo-European,Balto-Slavic,445_misfortune,n ɛ s r ɛː ² tʃ a
slv,Indo-European,Balto-Slavic,446_fault,k r iː ² ʋ d a
slv,Indo-European,Balto-Slavic,447_age,d oː ⁴ b a
slv,Indo-European,Balto-Slavic,448_end,k oː ⁴ n ɛ ts
slv,Indo-European,Balto-Slavic,449_time,tʃ a ⁴ s
slv,Indo-European,Balto-Slavic,44_bone,k ɔː ² s t
slv,Indo-European,Balto-Slavic,450_day,d aː ² n
slv,Indo-European,Balto-Slavic,451_morning,j uː ² t r ɔ
slv,Indo-European,Balto-Slavic,452_noon,p ɔː ² l d a n
slv,Indo-European,Balto-Slavic,453_evening,ʋ ɛ tʃ ɛː ² r
slv,Indo-European,Balto-Slavic,454_night,n ɔː ² tʃ
slv,Indo-European,Balto-Slavic,455_week,t ɛː ² d ɛ n
slv,Indo-European,Balto-Slavic,456_month,m ɛː ² s ɛ ts
slv,Indo-European,Balto-Slavic,457_year,l ɛː ² t ɔ
slv,Indo-European,Balto-Slavic,458_spring,p ɔ m l aː ² d
slv,Indo-European,Balto-Slavic,459_summer,p ɔ l ɛː ² t j ɛ
slv,Indo-European,Balto-Slavic,45_brain,m ɔ ʒ g aː ² n i
slv,Indo-European,Balto-Slavic,460_autumn,j ɛ s ɛː ² n
slv,Indo-European,Balto-Slavic,461_winter,z iː ² m a
slv,Indo-European,Balto-Slavic,462_january,j aː ² n ua r
slv,Indo-European,Balto-Slavic,463_february,f ɛː ² b r ua r
slv,Indo-European,Balto-Slavic,464_march,m aː ² r ɛ ts
slv,Indo-European,Balto-Slavic,465_april,a p r iː ² l
slv,Indo-European,Balto-Slavic,466_may,m aː ² j
slv,Indo-European,Balto-Slavic,467_june,j uː ² n i j
slv,Indo-European,Balto-Slavic,468_july,j uː ² l i j
slv,Indo-European,Balto-Slavic,469_august,a ʋ g uː ² s t
slv,Indo-European,Balto-Slavic,46_heart,s r ts ɛː ²
slv,Indo-European,Balto-Slavic,470_september,s ɛ p t eː ⁴ m b ɛ r
slv,Indo-European,Balto-Slavic,471_october,ɔ k t ɔː ² b ɛ r
slv,Indo-European,Balto-Slavic,472_november,n ɔ ʋ eː ⁴ m b ɛ r
slv,Indo-European,Balto-Slavic,473_december,d ɛ ts ɛː ² m b ɛ r
slv,Indo-European,Balto-Slavic,474_monday,p ɔ n ɛ d ɛː ² l ɛ k
slv,Indo-European,Balto-Slavic,475_tuesday,t oː ⁴ r ɛ k
slv,Indo-European,Balto-Slavic,476_wednesday,s r ɛː ² d a
slv,Indo-European,Balto-Slavic,477_thursday,tʃ ɛ t ə ² r t ɛ k
slv,Indo-European,Balto-Slavic,478_friday,p ɛː ² t ɛ k
slv,Indo-European,Balto-Slavic,479_saturday,s ɔ b ɔː ² t a
slv,Indo-European,Balto-Slavic,47_stomach,ʒ ɛ l ɔː ² d ɛ ts
slv,Indo-European,Balto-Slavic,480_sunday,n ɛ d ɛː ² l a
slv,Indo-European,Balto-Slavic,481_big,ʋ eː ⁴ l i k
slv,Indo-European,Balto-Slavic,482_little,m aː ² j x ɛ n
slv,Indo-European,Balto-Slavic,483_long,d ɔː ² l g
slv,Indo-European,Balto-Slavic,484_short,k r aː ² t ɛ k
slv,Indo-European,Balto-Slavic,485_wide,ʃ i r ɔ ⁴ k
slv,Indo-European,Balto-Slavic,486_narrow,ɔː ² z ɛ k
slv,Indo-European,Balto-Slavic,487_dense,g ɔː ² s t
slv,Indo-European,Balto-Slavic,488_thick,d eː ⁴ b ɛ l
slv,Indo-European,Balto-Slavic,489_thin,t aː ² n ɛ k
slv,Indo-European,Balto-Slavic,48_liver,j ɛː ² t r a
slv,Indo-European,Balto-Slavic,490_delicatefine,d r oː ⁴ b ɛ n
slv,Indo-European,Balto-Slavic,491_firmsolid,t ə ² r d ɛ n
slv,Indo-European,Balto-Slavic,492_flat,p l aː ² n
slv,Indo-European,Balto-Slavic,492_flat,p l ɔ ⁴ s k
slv,Indo-European,Balto-Slavic,493_smooth,g l aː ² d ɛ k
slv,Indo-European,Balto-Slavic,494_hard,t ə ² r d
slv,Indo-European,Balto-Slavic,495_soft,m ɛ x aː ² k
slv,Indo-European,Balto-Slavic,496_round,ɔ k r ɔː ² g ɛ l
slv,Indo-European,Balto-Slavic,497_pointed,ʃ iː ² l a s t
slv,Indo-European,Balto-Slavic,498_sharp,ɔː ² s t ɛ r
slv,Indo-European,Balto-Slavic,499_blunt,t ɔː ² p
slv,Indo-European,Balto-Slavic,499_blunt,s k ə ² r x a n
slv,Indo-European,Balto-Slavic,49_breath,d iː ² x
slv,Indo-European,Balto-Slavic,4_mouth,uː ² s t a
slv,Indo-European,Balto-Slavic,500_heavy,t eː ⁴ ʒ ɛ k
slv,Indo-European,Balto-Slavic,501_beautiful,l ɛː ² p
slv,Indo-European,Balto-Slavic,501_beautiful,k r aː ² s ɛ n
slv,Indo-European,Balto-Slavic,502_hot,ʋ r ɔ ⁴ tʃ
slv,Indo-European,Balto-Slavic,503_warm,t oː ⁴ p ɛ l
slv,Indo-European,Balto-Slavic,504_cold,m ə ² r z ɛ l
slv,Indo-European,Balto-Slavic,504_cold,x l aː ² d ɛ n
slv,Indo-European,Balto-Slavic,505_cool,x l aː ² d ɛ n
slv,Indo-European,Balto-Slavic,506_fresh,s ʋ ɛː ² ʒ
slv,Indo-European,Balto-Slavic,507_damp,ʋ l aː ² ʒ ɛ n
slv,Indo-European,Balto-Slavic,508_wet,m ɔː ² k ɛ r
slv,Indo-European,Balto-Slavic,509_dry,s uː ² x
slv,Indo-European,Balto-Slavic,50_hunger,g l aː ² d
slv,Indo-European,Balto-Slavic,510_full,p ɔː ² l n
slv,Indo-European,Balto-Slavic,511_empty,p r aː ² z ɛ n
slv,Indo-European,Balto-Slavic,512_open,ɔ d p ə ² r t
slv,Indo-European,Balto-Slavic,513_closed,z a p ə ² r t
slv,Indo-European,Balto-Slavic,514_clean,tʃ iː ² s t
slv,Indo-European,Balto-Slavic,514_clean,l iː ² tʃ ɛ n
slv,Indo-European,Balto-Slavic,515_dirty,u m aː ² z a n
slv,Indo-European,Balto-Slavic,516_raw,s u r ɔ ⁴ ʋ
slv,Indo-European,Balto-Slavic,517_ripe,z r ɛ ⁴ l
slv,Indo-European,Balto-Slavic,518_delicious,ɔ k uː ² s ɛ n
slv,Indo-European,Balto-Slavic,519_sweet,s l aː ² d ɛ k
slv,Indo-European,Balto-Slavic,51_tear,s ɔː ² l z a
slv,Indo-European,Balto-Slavic,520_bitter,g r ɛ n aː ² k
slv,Indo-European,Balto-Slavic,521_sour,k iː ² s ɛ l
slv,Indo-European,Balto-Slavic,522_bright,s ʋ ɛ t ɛ ⁴ l
slv,Indo-European,Balto-Slavic,523_dark,t ɛ m ɛ ⁴ n
slv,Indo-European,Balto-Slavic,524_black,tʃ ə ² r n
slv,Indo-European,Balto-Slavic,525_white,b ɛː ² l
slv,Indo-European,Balto-Slavic,526_red,r d ɛ ⁴ tʃ
slv,Indo-European,Balto-Slavic,527_yellow,ʒ ɔː ² l t
slv,Indo-European,Balto-Slavic,527_yellow,r u m ɛ ⁴ n
slv,Indo-European,Balto-Slavic,528_blue,m ɔː ² d ɛ r
slv,Indo-European,Balto-Slavic,529_green,z ɛ l ɛ ⁴ n
slv,Indo-European,Balto-Slavic,52_flavour,ɔ k uː ² s
slv,Indo-European,Balto-Slavic,530_grey,s iː ² ʋ
slv,Indo-European,Balto-Slavic,531_colourful,p iː ² s a n
slv,Indo-European,Balto-Slavic,532_cheap,p ɔ ts ɛː ² n i
slv,Indo-European,Balto-Slavic,533_expensive,d r aː ² g
slv,Indo-European,Balto-Slavic,534_precious,d r a g ɔ ts ɛː ² n
slv,Indo-European,Balto-Slavic,535_blind,s l ɛː ² p
slv,Indo-European,Balto-Slavic,536_deaf,g l uː ² x
slv,Indo-European,Balto-Slavic,537_powerful,m ɔ tʃ aː ² n
slv,Indo-European,Balto-Slavic,538_strong,j aː ² k
slv,Indo-European,Balto-Slavic,539_weak,ʃ iː ² b ɛ k
slv,Indo-European,Balto-Slavic,53_odour,ʋ ɔː ² n
slv,Indo-European,Balto-Slavic,540_fat,d eː ⁴ b ɛ l
slv,Indo-European,Balto-Slavic,541_slim,ʋ iː ² t ɛ k
slv,Indo-European,Balto-Slavic,542_pretty,l ɛː ² p
slv,Indo-European,Balto-Slavic,543_evil,z ɛ ⁴ l
slv,Indo-European,Balto-Slavic,543_evil,x u d oː ⁴ b ɛ n
slv,Indo-European,Balto-Slavic,544_stupid,g l uː ² p
slv,Indo-European,Balto-Slavic,544_stupid,b ɛː ² d a s t
slv,Indo-European,Balto-Slavic,545_lazy,l ɛː ² n
slv,Indo-European,Balto-Slavic,546_diligent,m a r l iː ² ʋ
slv,Indo-European,Balto-Slavic,547_stingy,ʃ k ə ² r t
slv,Indo-European,Balto-Slavic,548_clever,p aː ² m ɛ t ɛ n
slv,Indo-European,Balto-Slavic,549_skilful,s p r ɛː ² t ɛ n
slv,Indo-European,Balto-Slavic,54_sleep,s ɛ ⁴ n
slv,Indo-European,Balto-Slavic,54_sleep,s p aː ² n ɛ ts
slv,Indo-European,Balto-Slavic,550_dear,m iː ² l
slv,Indo-European,Balto-Slavic,550_dear,l uː ² b
slv,Indo-European,Balto-Slavic,551_merry,ʋ ɛ s ɛː ² l
slv,Indo-European,Balto-Slavic,552_gentle,l aː ² x ɛ k
slv,Indo-European,Balto-Slavic,553_hungry,l aː ² tʃ ɛ n
slv,Indo-European,Balto-Slavic,554_sickill,b ɔ l aː ² n
slv,Indo-European,Balto-Slavic,555_naked,n aː ² g
slv,Indo-European,Balto-Slavic,556_sad,t uː ² ʒ ɛ n
slv,Indo-European,Balto-Slavic,557_living,ʒ iː ² ʋ
slv,Indo-European,Balto-Slavic,558_good,d ɔː ² b ɛ r
slv,Indo-European,Balto-Slavic,559_bad,m a l ɔ p r iː ² d ɛ n
slv,Indo-European,Balto-Slavic,55_dream,s aː ² n ɛ
slv,Indo-European,Balto-Slavic,560_correct,p r a ʋ iː ² l ɛ n
slv,Indo-European,Balto-Slavic,561_nastydire,x uː ² d
slv,Indo-European,Balto-Slavic,562_true,r ɛ s n iː ² tʃ ɛ n
slv,Indo-European,Balto-Slavic,563_old,s t a ⁴ r
slv,Indo-European,Balto-Slavic,564_new,n ɔ ⁴ ʋ
slv,Indo-European,Balto-Slavic,565_former,n ɛ k d aː ² n i
slv,Indo-European,Balto-Slavic,566_agedold,s t a ⁴ r
slv,Indo-European,Balto-Slavic,567_young,m l aː ² d
slv,Indo-European,Balto-Slavic,568_poor,u b ɔː ² g
slv,Indo-European,Balto-Slavic,568_poor,r ɛː ² ʋ ɛ n
slv,Indo-European,Balto-Slavic,569_rich,b ɔ g a ⁴ t
slv,Indo-European,Balto-Slavic,56_sky,n ɛ b ɔː ²
slv,Indo-European,Balto-Slavic,570_familiar,z n aː ² n
slv,Indo-European,Balto-Slavic,571_famous,s l aː ² ʋ ɛ n
slv,Indo-European,Balto-Slavic,571_famous,z n a m ɛ n iː ² t
slv,Indo-European,Balto-Slavic,572_foreign,t uː ² j
slv,Indo-European,Balto-Slavic,573_different,r a z l iː ² tʃ ɛ n
slv,Indo-European,Balto-Slavic,574_near,b l iː ² ʒ n i
slv,Indo-European,Balto-Slavic,575_far,d aː ² l ɛ tʃ
slv,Indo-European,Balto-Slavic,576_left,l ɛː ² ʋ i
slv,Indo-European,Balto-Slavic,577_right,d ɛː ² s n i
slv,Indo-European,Balto-Slavic,578_other,d r uː ² g i
slv,Indo-European,Balto-Slavic,579_first,p ə ² r ʋ i
slv,Indo-European,Balto-Slavic,57_sun,s ɔː ² n ts ɛ
slv,Indo-European,Balto-Slavic,580_second,d r uː ² g i
slv,Indo-European,Balto-Slavic,581_third,t r ɛː ² t j i
slv,Indo-European,Balto-Slavic,582_last,p ɔ s l ɛː ² d n i
slv,Indo-European,Balto-Slavic,583_alone,s aː ² m
slv,Indo-European,Balto-Slavic,584_atonce,ɔ b eː ⁴ n ɛ m
slv,Indo-European,Balto-Slavic,585_together,s k uː ² p a j
slv,Indo-European,Balto-Slavic,586_long,d ɔː ² l g ɔ
slv,Indo-European,Balto-Slavic,587_suddenly,n aː ² g l ɔ
slv,Indo-European,Balto-Slavic,587_suddenly,n ɛ n aː ² d ɔ m a
slv,Indo-European,Balto-Slavic,588_instantly,p r ɛ ⁴ ts ɛ j
slv,Indo-European,Balto-Slavic,589_later,p ɔ z n eː ⁴ j ɛ
slv,Indo-European,Balto-Slavic,58_moon,l uː ² n a
slv,Indo-European,Balto-Slavic,58_moon,m ɛː ² s ɛ ts
slv,Indo-European,Balto-Slavic,590_now,z d a ⁴ j
slv,Indo-European,Balto-Slavic,591_today,d aː ² n ɛ s
slv,Indo-European,Balto-Slavic,592_tomorrow,j uː ² t r i
slv,Indo-European,Balto-Slavic,593_soon,k m aː ² l u
slv,Indo-European,Balto-Slavic,594_then,n a t ɔː ²
slv,Indo-European,Balto-Slavic,595_yesterday,ʋ tʃ ɛː ² r a j
slv,Indo-European,Balto-Slavic,596_once,n ɛː ² k d a j
slv,Indo-European,Balto-Slavic,597_atthattime,t ɛ d a ⁴ j
slv,Indo-European,Balto-Slavic,597_atthattime,t a k r a ⁴ t
slv,Indo-European,Balto-Slavic,598_afterwards,p ɔ t ɛ ⁴ m
slv,Indo-European,Balto-Slavic,599_before,p ɔ p r ɛ ⁴ j
slv,Indo-European,Balto-Slavic,59_star,z ʋ ɛː ² z d a
slv,Indo-European,Balto-Slavic,5_tooth,z ɔː ² b
slv,Indo-European,Balto-Slavic,600_atfirst,s p ə ² r ʋ a
slv,Indo-European,Balto-Slavic,601_once,eː ⁴ n k r a t
slv,Indo-European,Balto-Slavic,602_sometimes,ʋ tʃ aː ² s i x
slv,Indo-European,Balto-Slavic,603_often,p ɔ g ɔː ² s t ɔ
slv,Indo-European,Balto-Slavic,604_always,ʋ ɛː ² d n ɔ
slv,Indo-European,Balto-Slavic,604_always,z m ɛː ² r a j
slv,Indo-European,Balto-Slavic,605_never,n i k d a ⁴ r
slv,Indo-European,Balto-Slavic,606_here,t u ⁴
slv,Indo-European,Balto-Slavic,606_here,t uː ² k a j
slv,Indo-European,Balto-Slavic,607_hither,s ɛ ⁴ m k a j
slv,Indo-European,Balto-Slavic,608_hence,ɔ d + t uː ²
slv,Indo-European,Balto-Slavic,609_there,t a ⁴ m
slv,Indo-European,Balto-Slavic,60_air,z r a ⁴ k
slv,Indo-European,Balto-Slavic,610_thither,t j a ⁴
slv,Indo-European,Balto-Slavic,611_ahead,r aː ² ʋ n ɔ + n a p r ɛː ² j
slv,Indo-European,Balto-Slavic,612_forward,n a p r ɛː ² j
slv,Indo-European,Balto-Slavic,613_backward,z aː ² d a j
slv,Indo-European,Balto-Slavic,614_back,n a z aː ² j
slv,Indo-European,Balto-Slavic,615_below,d oː ⁴ l i
slv,Indo-European,Balto-Slavic,615_below,s p oː ⁴ d a j
slv,Indo-European,Balto-Slavic,616_down,d oː ⁴ l
slv,Indo-European,Balto-Slavic,617_above,g oː ⁴ r i
slv,Indo-European,Balto-Slavic,617_above,z g oː ⁴ r a j
slv,Indo-European,Balto-Slavic,618_up,g oː ⁴ r
slv,Indo-European,Balto-Slavic,619_everywhere,p ɔ ʋ s ɔː ² d
slv,Indo-European,Balto-Slavic,61_wind,ʋ ɛː ² t ɛ r
slv,Indo-European,Balto-Slavic,620_not,n ɛ
slv,Indo-European,Balto-Slavic,621_alittle,m aː ² l ɔ
slv,Indo-European,Balto-Slavic,622_hardly,k ɔː ² m a j
slv,Indo-European,Balto-Slavic,623_very,z ɛ l ɔː ²
slv,Indo-European,Balto-Slavic,624_so,t a k ɔː ²
slv,Indo-European,Balto-Slavic,625_still,ʃ ɛ
slv,Indo-European,Balto-Slavic,626_only,s a m ɔː ²
slv,Indo-European,Balto-Slavic,627_already,ʒ ɛ ⁴
slv,Indo-European,Balto-Slavic,628_again,s p ɛː ² t
slv,Indo-European,Balto-Slavic,629_invain,z a m a ⁴ n
slv,Indo-European,Balto-Slavic,629_invain,z a s t ɔː ² n
slv,Indo-European,Balto-Slavic,62_wave,ʋ aː ² l
slv,Indo-European,Balto-Slavic,630_infrontof,p r ɛ d
slv,Indo-European,Balto-Slavic,631_behind,z a
slv,Indo-European,Balto-Slavic,632_under,p ɔ d
slv,Indo-European,Balto-Slavic,633_through,s k ɔː ² z i
slv,Indo-European,Balto-Slavic,634_nextto,k r a ⁴ j
slv,Indo-European,Balto-Slavic,634_nextto,p ɔː ² l ɛ g
slv,Indo-European,Balto-Slavic,635_between,m ɛ d
slv,Indo-European,Balto-Slavic,635_between,i z m ɛ d
slv,Indo-European,Balto-Slavic,636_becauseof,z a r aː ² d i
slv,Indo-European,Balto-Slavic,637_this,t ɔː ²
slv,Indo-European,Balto-Slavic,638_that,t ɔː ²
slv,Indo-European,Balto-Slavic,639_everything,ʋ s ɛ ⁴
slv,Indo-European,Balto-Slavic,63_water,ʋ oː ⁴ d a
slv,Indo-European,Balto-Slavic,640_i,j a ⁴ z
slv,Indo-European,Balto-Slavic,641_thou,t iː ²
slv,Indo-European,Balto-Slavic,642_he,ɔ ⁴ n
slv,Indo-European,Balto-Slavic,643_we,m iː ²
slv,Indo-European,Balto-Slavic,644_you,ʋ iː ²
slv,Indo-European,Balto-Slavic,645_they,oː ⁴ n i
slv,Indo-European,Balto-Slavic,646_what,k aː ² j
slv,Indo-European,Balto-Slavic,647_who,k d ɔː ²
slv,Indo-European,Balto-Slavic,648_where,k j ɛː ²
slv,Indo-European,Balto-Slavic,649_whereto,k aː ² m
slv,Indo-European,Balto-Slavic,64_stone,k aː ² m ɛ n
slv,Indo-European,Balto-Slavic,650_how,k a k ɔː ²
slv,Indo-European,Balto-Slavic,651_why,z a k aː ² j
slv,Indo-European,Balto-Slavic,652_howmuch,k ɔː ² l i k ɔ
slv,Indo-European,Balto-Slavic,653_one,eː ⁴ d ɛ n
slv,Indo-European,Balto-Slavic,654_two,d ʋ aː ²
slv,Indo-European,Balto-Slavic,655_three,t r iː ²
slv,Indo-European,Balto-Slavic,656_four,ʃ t iː ² r i
slv,Indo-European,Balto-Slavic,657_five,p ɛː ² t
slv,Indo-European,Balto-Slavic,658_six,ʃ ɛː ² s t
slv,Indo-European,Balto-Slavic,659_seven,s ɛː ² d ɛ m
slv,Indo-European,Balto-Slavic,65_ground,t l a ⁴
slv,Indo-European,Balto-Slavic,660_eight,ɔː ² s ɛ m
slv,Indo-European,Balto-Slavic,661_nine,d ɛ ʋ ɛː ² t
slv,Indo-European,Balto-Slavic,662_ten,d ɛ s ɛː ² t
slv,Indo-European,Balto-Slavic,663_eleven,ɛ n aː ² j s t
slv,Indo-European,Balto-Slavic,664_twelve,d ʋ aː ² n a j s t
slv,Indo-European,Balto-Slavic,665_twenty,d ʋ aː ² j s ɛ t
slv,Indo-European,Balto-Slavic,666_thirty,t r iː ² d ɛ s ɛ t
slv,Indo-European,Balto-Slavic,667_forty,ʃ t iː ² r i d ɛ s ɛ t
slv,Indo-European,Balto-Slavic,668_fifty,p ɛː ² t d ɛ s ɛ t
slv,Indo-European,Balto-Slavic,669_sixty,ʃ ɛː ² s t d ɛ s ɛ t
slv,Indo-European,Balto-Slavic,66_earth,p ə ² r s t
slv,Indo-European,Balto-Slavic,66_earth,z eː ⁴ m l a
slv,Indo-European,Balto-Slavic,670_seventy,s ɛː ² d ɛ m d ɛ s ɛ t
slv,Indo-European,Balto-Slavic,671_eighty,ɔː ² s ɛ m d ɛ s ɛ t
slv,Indo-European,Balto-Slavic,672_ninety,d ɛ ʋ ɛː ² t d ɛ s ɛ t
slv,Indo-European,Balto-Slavic,673_ahundred,s t ɔː ²
slv,Indo-European,Balto-Slavic,674_athousand,t iː ² s ɔ tʃ
slv,Indo-European,Balto-Slavic,675_and,i n
slv,Indo-European,Balto-Slavic,676_or,aː ² l i
slv,Indo-European,Balto-Slavic,677_stand,s t aː ² t i
slv,Indo-European,Balto-Slavic,678_sit,s ɛ d ɛː ² t i
slv,Indo-European,Balto-Slavic,679_lie,l ɛ ʒ aː ² t i
slv,Indo-European,Balto-Slavic,67_dust,p r aː ² x
slv,Indo-European,Balto-Slavic,680_hang,ʋ i s ɛː ² t i
slv,Indo-European,Balto-Slavic,681_become,p ɔ s t aː ² t i
slv,Indo-European,Balto-Slavic,682_happen,z g ɔ d iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,683_begin,z a tʃ ɛː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,684_end,k ɔ n tʃ aː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,685_change,m ɛː ² n a t i + s ɛ
slv,Indo-European,Balto-Slavic,686_rise,ʋ z iː ² t i
slv,Indo-European,Balto-Slavic,687_set,z a iː ² t i
slv,Indo-European,Balto-Slavic,688_shine,s i j aː ² t i
slv,Indo-European,Balto-Slavic,689_thunder,g r m ɛː ² t i
slv,Indo-European,Balto-Slavic,68_smoke,d i ⁴ m
slv,Indo-European,Balto-Slavic,690_blow,p iː ² x a t i
slv,Indo-European,Balto-Slavic,691_stream,l iː ² t i
slv,Indo-European,Balto-Slavic,692_flow,t eː ⁴ tʃ i
slv,Indo-European,Balto-Slavic,693_revolve,ʋ r t ɛː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,694_sway,k ɔ l ɛː ² b a t i
slv,Indo-European,Balto-Slavic,695_swing,n iː ² x a t i
slv,Indo-European,Balto-Slavic,696_fall,p aː ² d a t i
slv,Indo-European,Balto-Slavic,697_burn,g ɔ r ɛː ² t i
slv,Indo-European,Balto-Slavic,698_smoke,k a d iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,699_rain,d ɛ ʒ ɛ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,69_spark,iː ² s k r a
slv,Indo-European,Balto-Slavic,6_tongue,j eː ⁴ z i k
slv,Indo-European,Balto-Slavic,700_freeze,z m ə ² r z n i t i
slv,Indo-European,Balto-Slavic,701_thaw,t aː ² j a t i
slv,Indo-European,Balto-Slavic,702_melt,k ɔ p n ɛː ² t i
slv,Indo-European,Balto-Slavic,703_dry,s u ʃ iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,704_boil,k i p ɛː ² t i
slv,Indo-European,Balto-Slavic,705_rot,g n iː ² t i
slv,Indo-European,Balto-Slavic,706_decay,z g n iː ² t i
slv,Indo-European,Balto-Slavic,707_snap,t ə ² r g a t i + s ɛ
slv,Indo-European,Balto-Slavic,708_sink,p ɔ g r ɛː ² z n i t i + s ɛ
